interaction_id,user_id,package_id,budget_inr,num_people,travel_style,mood,weather_preference,trip_lane,destination_query,interaction_type,interaction_strength,booked,rating_given,trip_month,days_preferred
5216,user_3780,1012,57915,2,balanced,curious,rainy,international,,book,0.94,Yes,3.39,Nov,5
5217,user_2842,1028,18899,3,luxury,relaxed,warm,india,,save,0.48,Yes,4.4,May,5
5218,user_7915,1021,111333,5,balanced,adventurous,rainy,international,,save,0.48,Yes,5.0,Mar,5
5219,user_2061,1039,47471,1,balanced,curious,temperate,india,Bali,book,0.94,No,4.43,Aug,7
5220,user_5850,1042,38966,4,budget,relaxed,temperate,india,Udaipur,save,0.48,Yes,4.69,Dec,5
5221,user_8429,1004,80699,6,budget,relaxed,temperate,international,Tokyo,save,0.48,Yes,5.0,Jun,5
5222,user_2475,1029,20952,3,budget,romantic,cool,india,Goa,save,0.48,Yes,3.93,May,7
5223,user_5722,1010,109647,1,balanced,curious,rainy,international,Dubai,view,0.22,Yes,3.77,Jun,4
5224,user_7882,1009,68311,6,budget,curious,temperate,international,,agent_chat,0.62,No,3.87,Apr,4
5225,user_9302,1021,64485,5,budget,relaxed,warm,international,Thailand,agent_chat,0.62,Yes,4.95,Sep,5
5226,user_4587,1035,27514,4,budget,relaxed,warm,india,Manali,save,0.48,Yes,5.0,Jun,7
5227,user_5326,1029,32758,2,balanced,relaxed,temperate,india,Goa,view,0.22,Yes,5.0,Jan,4
5228,user_9210,1034,41016,2,budget,party,cool,india,Shimla,agent_chat,0.62,No,4.34,Apr,6
5229,user_1449,1041,37643,5,balanced,spiritual,warm,india,Udaipur,book,0.94,Yes,5.0,Apr,3
5230,user_6687,1047,36199,2,budget,adventurous,temperate,india,Agra,save,0.48,Yes,5.0,Feb,6
5231,user_5864,1041,37050,2,luxury,relaxed,warm,india,Udaipur,agent_chat,0.62,Yes,4.81,Jan,5
5232,user_1532,1020,82572,2,budget,party,rainy,international,Shimla,group_vote,0.56,Yes,4.88,Dec,4
5233,user_8269,1034,58096,1,budget,curious,cold,india,,save,0.48,Yes,4.39,Oct,4
5234,user_2634,1006,87051,1,balanced,spiritual,warm,international,Tokyo,view,0.22,No,4.37,Jan,5
5235,user_5248,1026,31342,6,budget,relaxed,temperate,india,Jaipur,view,0.22,No,4.43,Aug,6
5236,user_6762,1037,29168,2,balanced,romantic,cool,india,Varanasi,view,0.22,No,4.54,Dec,4
5237,user_2582,1047,34772,1,luxury,curious,warm,india,Agra,group_vote,0.56,No,4.89,Sep,3
5238,user_9571,1047,114307,1,budget,romantic,temperate,international,Manali,view,0.22,No,3.57,Jun,3
5239,user_9029,1020,101550,1,balanced,romantic,cold,international,Thailand,agent_chat,0.62,Yes,5.0,Dec,4
5240,user_2407,1037,22920,1,budget,adventurous,temperate,india,Varanasi,view,0.22,No,4.63,Nov,4
5241,user_2559,1018,76232,2,luxury,spiritual,warm,international,Shimla,agent_chat,0.62,No,3.81,Mar,3
5242,user_4985,1014,104138,2,budget,curious,warm,international,,save,0.48,Yes,4.13,Nov,5
5243,user_7298,1023,44136,2,balanced,romantic,rainy,international,Switzerland,agent_chat,0.62,Yes,5.0,Jan,5
5244,user_4261,1019,78826,2,luxury,curious,cold,international,Thailand,view,0.22,No,4.59,Mar,5
5245,user_7630,1003,101573,5,balanced,spiritual,rainy,international,,save,0.48,No,3.71,Jun,3
5246,user_3364,1008,27925,5,balanced,adventurous,cold,india,,view,0.22,No,3.67,Feb,4
5247,user_3978,1001,68712,6,budget,romantic,rainy,international,Switzerland,save,0.48,No,4.54,Feb,4
5248,user_8850,1041,25125,2,balanced,spiritual,cool,india,Udaipur,save,0.48,Yes,4.71,Sep,6
5249,user_9626,1027,37458,4,budget,relaxed,warm,india,Jaipur,group_vote,0.56,Yes,5.0,Mar,5
5250,user_1865,1008,15000,3,balanced,adventurous,temperate,india,,view,0.22,Yes,3.74,May,4
5251,user_4745,1007,48942,2,budget,spiritual,warm,international,Dubai,view,0.22,Yes,4.58,Apr,6
5252,user_6893,1046,29851,2,balanced,adventurous,warm,india,Paris,save,0.48,Yes,4.32,Apr,4
5253,user_2660,1047,38689,2,luxury,curious,cool,india,Agra,view,0.22,Yes,4.76,Jul,5
5254,user_4448,1036,25924,4,luxury,relaxed,warm,india,Manali,save,0.48,Yes,5.0,Jan,4
5255,user_1836,1033,43592,4,budget,party,temperate,india,Singapore,agent_chat,0.62,Yes,3.32,Apr,4
5256,user_9726,1002,19501,4,luxury,spiritual,warm,india,Bali,view,0.22,No,3.1,Jan,6
5257,user_5915,1038,21578,2,balanced,relaxed,temperate,india,Varanasi,save,0.48,Yes,4.1,Jul,6
5258,user_6873,1007,33837,1,budget,spiritual,temperate,india,Bali,view,0.22,Yes,3.32,Jun,6
5259,user_3652,1025,26553,4,budget,party,warm,india,Jaipur,view,0.22,No,5.0,Sep,4
5260,user_4043,1025,23226,2,balanced,adventurous,warm,india,,save,0.48,Yes,4.3,Apr,5
5261,user_2310,1006,80149,2,luxury,curious,temperate,international,Udaipur,save,0.48,Yes,5.0,May,4
5262,user_5781,1022,65622,4,luxury,curious,temperate,international,Kerala,agent_chat,0.62,No,3.19,May,5
5263,user_2143,1003,76992,6,balanced,curious,rainy,international,Paris,view,0.22,No,4.83,Jun,6
5264,user_7332,1024,37237,2,balanced,curious,temperate,india,,view,0.22,No,3.72,Feb,3
5265,user_4241,1012,89608,3,balanced,adventurous,temperate,international,Tokyo,agent_chat,0.62,No,3.6,Sep,7
5266,user_1953,1021,87780,4,balanced,adventurous,temperate,international,Thailand,group_vote,0.56,No,4.28,Feb,5
5267,user_4572,1045,42630,3,luxury,adventurous,rainy,india,Shimla,view,0.22,Yes,4.83,Dec,5
5268,user_7993,1006,75368,4,budget,romantic,warm,international,Switzerland,view,0.22,No,3.93,Nov,4
5269,user_2874,1014,71025,3,budget,adventurous,rainy,international,Maldives,book,0.94,No,4.06,Jun,5
5270,user_2293,1019,31604,5,balanced,curious,rainy,india,Tokyo,view,0.22,No,2.72,Aug,5
5271,user_5878,1047,43809,3,balanced,party,warm,india,Shimla,save,0.48,Yes,4.71,Jul,5
5272,user_9522,1021,90744,2,luxury,curious,temperate,international,Agra,view,0.22,Yes,4.47,Feb,4
5273,user_4565,1045,33557,2,budget,curious,warm,india,Shimla,agent_chat,0.62,Yes,4.56,Apr,5
5274,user_8137,1030,103723,2,luxury,spiritual,rainy,international,,group_vote,0.56,Yes,3.92,Dec,6
5275,user_9316,1045,19286,4,luxury,adventurous,temperate,india,Shimla,agent_chat,0.62,Yes,4.6,Feb,5
5276,user_8015,1010,37613,2,balanced,curious,cool,india,,view,0.22,No,3.17,Jul,4
5277,user_2474,1037,31224,2,luxury,spiritual,temperate,india,Varanasi,view,0.22,No,4.7,Jun,4
5278,user_4791,1004,53616,5,luxury,adventurous,rainy,international,Tokyo,save,0.48,No,4.49,Nov,7
5279,user_8706,1011,25087,2,balanced,party,temperate,india,Maldives,view,0.22,No,3.3,May,5
5280,user_9823,1012,73362,5,budget,romantic,rainy,international,Bali,view,0.22,Yes,5.0,Sep,6
5281,user_9848,1031,31483,3,balanced,adventurous,warm,india,Dubai,view,0.22,Yes,3.62,May,6
5282,user_3049,1038,37815,4,budget,romantic,temperate,india,Switzerland,agent_chat,0.62,Yes,3.84,Mar,3
5283,user_2727,1001,81995,3,balanced,spiritual,cool,international,Kerala,view,0.22,No,3.62,Oct,7
5284,user_9175,1001,69358,6,luxury,relaxed,rainy,international,Paris,agent_chat,0.62,No,4.55,Dec,6
5285,user_7419,1012,110325,2,balanced,spiritual,temperate,international,Bali,agent_chat,0.62,Yes,4.84,Jul,4
5286,user_3019,1029,21505,4,luxury,adventurous,temperate,india,Goa,group_vote,0.56,Yes,4.07,Jan,5
5287,user_6510,1035,64510,2,budget,relaxed,warm,international,,view,0.22,No,4.1,Oct,5
5288,user_6272,1011,53794,2,balanced,relaxed,rainy,india,Goa,view,0.22,No,3.97,Sep,5
5289,user_9771,1023,39922,6,balanced,spiritual,temperate,india,,group_vote,0.56,No,3.58,Apr,6
5290,user_6889,1005,20498,1,balanced,spiritual,warm,india,,agent_chat,0.62,Yes,3.13,Jan,4
5291,user_3649,1019,104317,2,balanced,adventurous,warm,international,Thailand,view,0.22,Yes,5.0,Dec,4
5292,user_2961,1014,24851,5,budget,adventurous,warm,india,,save,0.48,No,3.81,Sep,4
5293,user_6772,1030,26921,2,balanced,curious,rainy,india,Goa,save,0.48,No,3.86,Aug,5
5294,user_3859,1007,64736,2,budget,romantic,warm,international,Dubai,view,0.22,Yes,5.0,Sep,4
5295,user_8533,1037,37822,5,budget,relaxed,cool,india,Varanasi,save,0.48,Yes,4.76,Sep,6
5296,user_2632,1015,87617,2,budget,romantic,rainy,international,Maldives,view,0.22,Yes,5.0,Apr,3
5297,user_1011,1031,46742,2,balanced,party,rainy,india,Kerala,view,0.22,Yes,5.0,Mar,4
5298,user_9675,1041,76784,2,budget,curious,temperate,international,Jaipur,agent_chat,0.62,No,3.26,Apr,5
5299,user_1901,1012,75023,2,luxury,relaxed,cold,international,Bali,save,0.48,Yes,5.0,Jan,5
5300,user_7001,1008,60715,5,luxury,romantic,temperate,international,Dubai,agent_chat,0.62,No,4.24,Nov,7
5301,user_2283,1024,55062,2,balanced,party,cold,international,Switzerland,agent_chat,0.62,Yes,5.0,Feb,5
5302,user_9479,1012,86788,3,luxury,party,cool,international,Bali,group_vote,0.56,Yes,5.0,Jun,4
5303,user_5794,1027,37372,5,budget,spiritual,cold,india,Bali,agent_chat,0.62,No,3.62,Jun,3
5304,user_8895,1024,66269,5,balanced,adventurous,cool,international,Switzerland,save,0.48,Yes,4.42,Aug,4
5305,user_3205,1028,36615,3,budget,romantic,temperate,india,Kerala,save,0.48,Yes,3.96,Oct,6
5306,user_5186,1029,24282,2,budget,romantic,cool,india,Udaipur,view,0.22,Yes,3.63,Feb,5
5307,user_7421,1022,29965,2,luxury,relaxed,rainy,india,,view,0.22,No,3.41,Jan,5
5308,user_1807,1041,36232,3,budget,romantic,warm,india,Udaipur,agent_chat,0.62,Yes,5.0,Jun,6
5309,user_5365,1029,87246,4,luxury,spiritual,cool,international,,save,0.48,No,3.45,Apr,4
5310,user_4211,1029,48685,5,balanced,romantic,warm,india,Manali,view,0.22,No,4.78,Apr,5
5311,user_9562,1021,62641,2,balanced,relaxed,cool,international,Switzerland,view,0.22,No,3.5,Jul,6
5312,user_7017,1030,74111,2,luxury,romantic,cool,international,Kerala,agent_chat,0.62,Yes,3.56,Oct,7
5313,user_7679,1002,36144,3,balanced,party,warm,india,Shimla,view,0.22,No,3.17,Jul,7
5314,user_5234,1007,66333,2,balanced,relaxed,rainy,international,Dubai,view,0.22,No,3.76,Jul,6
5315,user_5818,1045,31716,2,budget,party,cold,india,,agent_chat,0.62,No,3.79,Oct,4
5316,user_2701,1005,115000,6,balanced,adventurous,rainy,international,Tokyo,view,0.22,Yes,5.0,Oct,6
5317,user_5097,1048,24787,2,budget,adventurous,temperate,india,Agra,view,0.22,No,3.92,Mar,4
5318,user_4630,1038,68255,5,balanced,relaxed,cool,india,,view,0.22,No,4.1,Jul,6
5319,user_4600,1018,92720,3,budget,spiritual,cold,international,Singapore,agent_chat,0.62,Yes,5.0,Jul,5
5320,user_3319,1047,29227,2,luxury,curious,warm,india,Agra,group_vote,0.56,Yes,5.0,Nov,7
5321,user_6077,1036,20026,3,luxury,spiritual,temperate,india,,save,0.48,Yes,4.47,Aug,6
5322,user_1914,1013,76239,4,budget,adventurous,cool,international,Kerala,save,0.48,No,3.6,May,6
5323,user_6556,1014,93608,6,balanced,romantic,rainy,international,,agent_chat,0.62,Yes,4.44,Aug,5
5324,user_5164,1042,25302,4,luxury,adventurous,temperate,india,Udaipur,save,0.48,No,4.41,Apr,4
5325,user_7880,1026,15521,4,budget,romantic,temperate,india,,agent_chat,0.62,No,3.82,Apr,5
5326,user_5285,1019,97664,4,balanced,adventurous,temperate,international,Thailand,group_vote,0.56,Yes,4.37,Jan,5
5327,user_1223,1020,88943,2,balanced,relaxed,warm,international,Thailand,view,0.22,Yes,5.0,Sep,6
5328,user_7638,1039,51814,1,balanced,relaxed,temperate,india,,view,0.22,Yes,3.99,Dec,5
5329,user_2990,1026,34594,5,budget,party,temperate,india,Jaipur,group_vote,0.56,Yes,4.84,Jul,6
5330,user_5654,1017,31879,1,balanced,adventurous,warm,india,Shimla,group_vote,0.56,Yes,4.4,Feb,5
5331,user_7855,1019,148378,5,balanced,relaxed,temperate,international,Thailand,agent_chat,0.62,Yes,5.0,Jun,4
5332,user_2390,1011,52091,2,budget,curious,cold,india,,book,0.94,No,3.56,Mar,5
5333,user_4874,1042,43512,4,balanced,relaxed,rainy,india,Agra,agent_chat,0.62,Yes,3.33,May,6
5334,user_7999,1002,120186,5,balanced,adventurous,cool,international,,agent_chat,0.62,Yes,4.17,Jun,5
5335,user_3527,1006,25192,3,balanced,adventurous,rainy,india,Bali,agent_chat,0.62,No,3.45,Aug,4
5336,user_8003,1015,92962,2,balanced,party,warm,international,,book,0.94,No,3.86,Mar,6
5337,user_4602,1024,49713,2,balanced,party,warm,international,Switzerland,save,0.48,No,3.88,Jul,5
5338,user_8781,1043,44987,4,balanced,spiritual,rainy,india,Shimla,view,0.22,Yes,4.49,May,6
5339,user_2455,1041,26657,6,balanced,romantic,rainy,india,Switzerland,group_vote,0.56,Yes,4.45,May,7
5340,user_1459,1008,89187,4,balanced,relaxed,warm,international,Dubai,agent_chat,0.62,Yes,4.99,Jul,4
5341,user_6436,1034,31631,4,balanced,spiritual,cool,india,Manali,save,0.48,Yes,4.88,Sep,5
5342,user_5359,1034,30257,2,budget,curious,cool,india,Maldives,book,0.94,Yes,4.83,Oct,5
5343,user_6696,1040,19505,5,luxury,curious,warm,india,,agent_chat,0.62,Yes,4.52,Jan,4
5344,user_8809,1026,15779,4,budget,relaxed,cool,india,Paris,view,0.22,No,3.29,Jan,5
5345,user_2314,1015,116568,4,budget,party,rainy,international,Maldives,book,0.94,No,3.98,Dec,5
5346,user_1370,1029,34854,4,luxury,party,temperate,india,,view,0.22,Yes,4.74,Dec,6
5347,user_3879,1045,28005,2,balanced,romantic,warm,india,Shimla,group_vote,0.56,No,4.06,Apr,5
5348,user_4492,1029,39587,2,budget,relaxed,warm,india,Goa,agent_chat,0.62,Yes,5.0,May,6
5349,user_7805,1047,48830,2,balanced,party,cool,india,Maldives,save,0.48,Yes,4.7,May,7
5350,user_1797,1039,29903,1,balanced,adventurous,cool,india,Tokyo,agent_chat,0.62,No,3.49,May,4
5351,user_9104,1036,28924,4,balanced,spiritual,cool,india,Singapore,save,0.48,Yes,4.45,Mar,5
5352,user_8700,1044,43669,1,balanced,spiritual,temperate,india,Shimla,group_vote,0.56,Yes,4.84,Oct,5
5353,user_1447,1026,15698,2,budget,romantic,rainy,india,Jaipur,view,0.22,Yes,4.53,Feb,5
5354,user_3882,1028,36825,3,luxury,relaxed,rainy,india,,view,0.22,Yes,4.61,May,5
5355,user_7822,1026,44619,6,luxury,adventurous,temperate,india,Jaipur,save,0.48,No,4.83,Oct,4
5356,user_2650,1008,64172,4,balanced,adventurous,warm,international,Maldives,book,0.94,Yes,5.0,Nov,3
5357,user_3130,1028,79971,2,luxury,romantic,warm,international,Maldives,group_vote,0.56,No,4.4,Aug,6
5358,user_6473,1045,35770,2,balanced,party,cool,india,Bali,group_vote,0.56,No,4.36,Dec,7
5359,user_6812,1029,30647,2,budget,romantic,warm,india,Goa,save,0.48,Yes,4.6,Mar,4
5360,user_4956,1007,103930,4,balanced,relaxed,rainy,international,Kerala,view,0.22,Yes,4.68,Nov,7
5361,user_6777,1033,44680,2,budget,romantic,cool,india,Udaipur,save,0.48,Yes,4.65,Jan,5
5362,user_8682,1015,15000,2,budget,curious,temperate,india,,group_vote,0.56,No,3.58,Nov,6
5363,user_1409,1044,42842,2,balanced,curious,warm,india,Shimla,group_vote,0.56,Yes,4.82,Nov,5
5364,user_2857,1037,33874,2,balanced,relaxed,warm,india,Varanasi,view,0.22,Yes,4.77,Oct,6
5365,user_2360,1027,38607,2,balanced,party,cool,india,Goa,view,0.22,No,3.51,Dec,4
5366,user_5134,1030,38586,4,budget,party,cool,india,Goa,group_vote,0.56,Yes,5.0,Mar,4
5367,user_7066,1007,90852,3,balanced,curious,cold,international,Dubai,book,0.94,Yes,5.0,Jan,6
5368,user_7635,1042,15000,2,balanced,romantic,temperate,india,Switzerland,group_vote,0.56,Yes,4.39,Feb,7
5369,user_6098,1030,34148,2,budget,relaxed,temperate,india,Goa,view,0.22,No,4.54,Jul,4
5370,user_9688,1029,33602,2,balanced,adventurous,temperate,india,Goa,save,0.48,Yes,4.61,Jan,6
5371,user_7581,1029,20399,2,balanced,relaxed,rainy,india,Goa,view,0.22,Yes,5.0,Jul,5
5372,user_5019,1036,15000,4,balanced,romantic,warm,india,Manali,book,0.94,Yes,4.55,Jan,4
5373,user_2468,1037,32959,4,balanced,romantic,warm,india,Maldives,view,0.22,Yes,4.35,Apr,4
5374,user_9098,1004,108832,4,budget,spiritual,temperate,international,Tokyo,book,0.94,No,4.98,Jun,5
5375,user_1825,1028,29128,4,budget,curious,temperate,india,Shimla,view,0.22,Yes,4.96,Jan,5
5376,user_2588,1018,32697,3,balanced,relaxed,cold,india,Manali,group_vote,0.56,No,3.11,Jan,6
5377,user_5539,1017,35951,1,balanced,relaxed,warm,india,,view,0.22,No,4.59,Apr,6
5378,user_6430,1025,33829,2,luxury,relaxed,rainy,india,Kerala,view,0.22,Yes,4.25,May,5
5379,user_1022,1013,15000,2,balanced,curious,cool,india,Agra,agent_chat,0.62,No,2.67,May,6
5380,user_7678,1026,15000,2,budget,romantic,cool,india,Jaipur,agent_chat,0.62,No,3.86,Sep,4
5381,user_5430,1004,66745,2,balanced,relaxed,cool,international,Tokyo,save,0.48,No,3.48,Sep,7
5382,user_6774,1031,25922,4,balanced,romantic,rainy,india,,book,0.94,No,3.6,Mar,7
5383,user_5194,1031,39184,5,balanced,adventurous,temperate,india,Kerala,view,0.22,No,4.93,Sep,6
5384,user_3695,1044,31603,2,balanced,romantic,warm,india,Shimla,save,0.48,Yes,4.54,Apr,5
5385,user_7774,1040,16259,6,balanced,adventurous,rainy,india,Udaipur,group_vote,0.56,Yes,3.98,May,7
5386,user_4890,1042,25058,4,luxury,relaxed,temperate,india,Udaipur,view,0.22,No,4.68,Mar,5
5387,user_8474,1018,27831,6,balanced,adventurous,cool,india,,save,0.48,No,2.88,Aug,5
5388,user_4022,1043,35585,6,balanced,curious,rainy,india,Shimla,book,0.94,Yes,5.0,Mar,4
5389,user_5921,1016,101300,2,budget,spiritual,warm,international,Goa,view,0.22,No,4.67,Jun,7
5390,user_4836,1044,26364,2,balanced,party,cold,india,Shimla,view,0.22,No,4.34,May,6
5391,user_6860,1017,36609,2,luxury,curious,temperate,india,Goa,view,0.22,No,3.69,Feb,6
5392,user_3324,1004,50495,1,luxury,spiritual,warm,international,Tokyo,book,0.94,Yes,4.36,Jun,5
5393,user_4336,1033,35347,6,budget,relaxed,temperate,india,Kerala,group_vote,0.56,Yes,4.94,Mar,5
5394,user_8362,1021,83183,3,budget,party,temperate,international,Kerala,view,0.22,No,4.05,May,4
5395,user_2764,1032,35879,3,budget,romantic,temperate,india,Kerala,view,0.22,No,4.4,May,6
5396,user_5284,1033,66708,3,budget,spiritual,cold,international,,view,0.22,No,3.98,Apr,3
5397,user_4111,1043,74572,1,luxury,relaxed,temperate,international,,view,0.22,No,3.66,Feb,4
5398,user_7160,1027,15000,2,balanced,curious,warm,india,Tokyo,save,0.48,No,4.41,Mar,6
5399,user_1897,1025,25675,2,balanced,relaxed,cold,india,Jaipur,agent_chat,0.62,Yes,4.41,Jun,7
5400,user_1134,1005,89670,5,balanced,curious,cool,international,Bali,view,0.22,No,4.77,Sep,4
5401,user_1215,1046,27948,2,budget,adventurous,rainy,india,Agra,group_vote,0.56,Yes,5.0,Jul,4
5402,user_5902,1025,36890,4,budget,adventurous,temperate,india,Jaipur,view,0.22,No,5.0,Jun,6
5403,user_8123,1047,22845,2,balanced,relaxed,warm,india,Agra,view,0.22,No,4.23,Mar,6
5404,user_5087,1029,33309,2,budget,curious,cool,india,Goa,group_vote,0.56,No,4.49,Aug,5
5405,user_5294,1011,77550,6,luxury,adventurous,rainy,international,Bali,view,0.22,No,4.84,May,5
5406,user_9445,1041,31020,6,balanced,curious,cool,india,,view,0.22,No,3.67,Sep,6
5407,user_3969,1044,47940,1,balanced,adventurous,temperate,india,Shimla,view,0.22,Yes,4.98,Feb,5
5408,user_1935,1018,84425,3,balanced,romantic,rainy,international,Paris,group_vote,0.56,No,3.8,Feb,6
5409,user_9809,1037,32419,2,balanced,party,temperate,india,Varanasi,book,0.94,No,4.24,Nov,4
5410,user_3860,1045,41360,2,balanced,spiritual,temperate,india,Tokyo,book,0.94,Yes,4.07,Jun,5
5411,user_9701,1025,32425,2,budget,romantic,temperate,india,Jaipur,view,0.22,No,4.74,Nov,6
5412,user_7556,1026,33593,2,luxury,curious,cool,india,Varanasi,book,0.94,Yes,4.37,Sep,4
5413,user_2317,1029,39122,2,balanced,relaxed,temperate,india,Paris,save,0.48,No,4.54,May,4
5414,user_6472,1007,88335,5,budget,spiritual,temperate,international,Dubai,save,0.48,No,5.0,Mar,4
5415,user_9336,1012,118137,2,balanced,curious,temperate,international,,view,0.22,No,4.26,Sep,4
5416,user_9117,1039,20122,2,balanced,spiritual,rainy,india,Varanasi,view,0.22,No,4.56,Aug,5
5417,user_5620,1020,84985,2,balanced,party,warm,international,Thailand,view,0.22,No,5.0,May,4
5418,user_8168,1032,41838,2,budget,relaxed,rainy,india,,view,0.22,Yes,5.0,Apr,5
5419,user_5163,1027,21929,2,balanced,relaxed,cool,india,Jaipur,agent_chat,0.62,No,4.16,Oct,7
5420,user_8301,1041,46418,3,budget,curious,cool,india,Udaipur,view,0.22,Yes,4.7,Jul,7
5421,user_8979,1032,28580,2,balanced,adventurous,cold,india,Kerala,view,0.22,Yes,4.59,Jun,5
5422,user_6343,1046,27876,4,balanced,relaxed,cool,india,Maldives,view,0.22,No,3.51,Apr,4
5423,user_4831,1022,15000,6,budget,party,temperate,international,,view,0.22,Yes,4.0,Feb,5
5424,user_9746,1017,98699,4,luxury,relaxed,warm,international,Singapore,view,0.22,Yes,4.9,Jul,5
5425,user_3176,1031,23768,5,balanced,relaxed,cold,india,Kerala,group_vote,0.56,Yes,5.0,Sep,3
5426,user_1463,1019,88263,4,budget,party,cool,international,,view,0.22,Yes,5.0,Dec,6
5427,user_5953,1016,74888,5,budget,party,rainy,international,Singapore,view,0.22,Yes,4.96,Sep,6
5428,user_2992,1009,97136,6,balanced,curious,temperate,international,Dubai,book,0.94,Yes,4.67,Aug,4
5429,user_8113,1001,71028,4,luxury,adventurous,warm,international,Paris,view,0.22,No,4.06,May,5
5430,user_5112,1032,44424,4,luxury,curious,warm,india,Kerala,group_vote,0.56,Yes,4.65,Sep,5
5431,user_9654,1011,81647,5,balanced,spiritual,rainy,international,Bali,save,0.48,Yes,4.93,Jan,6
5432,user_6487,1013,46716,3,budget,curious,rainy,international,Goa,agent_chat,0.62,No,3.53,Feb,5
5433,user_4585,1001,46769,1,balanced,relaxed,cool,india,Jaipur,view,0.22,No,2.99,Oct,5
5434,user_4336,1026,39632,4,balanced,party,rainy,india,Jaipur,book,0.94,Yes,5.0,Sep,5
5435,user_5037,1028,31152,4,balanced,party,temperate,india,,group_vote,0.56,No,4.84,Jan,5
5436,user_7043,1029,36065,2,balanced,romantic,temperate,india,Goa,save,0.48,Yes,5.0,Oct,5
5437,user_4590,1033,48021,6,balanced,romantic,rainy,india,Kerala,view,0.22,Yes,5.0,Mar,5
5438,user_7774,1038,17724,4,budget,relaxed,warm,india,,book,0.94,No,3.17,Sep,5
5439,user_5569,1007,67905,4,balanced,curious,temperate,international,Jaipur,view,0.22,No,3.6,Sep,4
5440,user_9237,1047,29284,2,luxury,party,cool,india,,view,0.22,No,3.48,Dec,5
5441,user_8137,1039,42435,3,budget,relaxed,temperate,india,Agra,view,0.22,Yes,4.27,Dec,6
5442,user_8445,1048,33698,2,balanced,curious,rainy,india,Kerala,book,0.94,Yes,4.59,Jan,6
5443,user_4086,1016,81189,2,budget,curious,cold,international,Singapore,save,0.48,Yes,5.0,Jan,4
5444,user_7995,1032,37876,4,budget,party,rainy,india,Kerala,agent_chat,0.62,Yes,5.0,Feb,5
5445,user_6067,1013,21006,6,budget,curious,warm,india,,view,0.22,No,3.83,Apr,4
5446,user_5585,1045,35817,2,budget,relaxed,warm,india,Shimla,save,0.48,No,5.0,Oct,3
5447,user_5357,1029,36196,4,budget,party,temperate,india,Switzerland,book,0.94,Yes,5.0,Oct,7
5448,user_5670,1044,23206,2,budget,romantic,temperate,india,Shimla,view,0.22,Yes,4.72,Aug,5
5449,user_1012,1007,88591,6,balanced,curious,cool,international,Dubai,group_vote,0.56,No,4.73,Dec,7
5450,user_6342,1002,68310,6,balanced,relaxed,warm,international,Dubai,book,0.94,No,3.82,Feb,7
5451,user_4206,1048,84189,4,luxury,party,temperate,international,Dubai,view,0.22,No,3.44,Jul,4
5452,user_7419,1037,30215,4,balanced,relaxed,warm,india,Varanasi,agent_chat,0.62,Yes,4.79,Aug,7
5453,user_3547,1047,29186,4,balanced,romantic,cool,india,Agra,view,0.22,Yes,4.59,Sep,4
5454,user_5345,1022,44943,6,balanced,adventurous,temperate,international,Switzerland,agent_chat,0.62,No,3.34,Oct,6
5455,user_2768,1026,31705,2,balanced,curious,warm,india,,group_vote,0.56,Yes,5.0,Jul,5
5456,user_5715,1033,42959,4,luxury,adventurous,warm,india,Kerala,save,0.48,Yes,4.31,Sep,4
5457,user_9223,1009,17517,2,luxury,relaxed,rainy,india,Paris,view,0.22,No,3.31,Feb,5
5458,user_1377,1040,91167,4,luxury,curious,warm,international,,view,0.22,No,3.99,Apr,4
5459,user_4708,1002,91440,1,budget,romantic,warm,international,Paris,save,0.48,No,5.0,Apr,5
5460,user_2857,1020,119515,6,luxury,romantic,rainy,international,Manali,save,0.48,Yes,4.22,Jan,4
5461,user_7837,1047,27628,3,budget,party,temperate,india,,book,0.94,No,4.04,Nov,6
5462,user_3971,1016,80440,3,balanced,spiritual,temperate,international,Kerala,view,0.22,No,4.16,Feb,4
5463,user_5714,1007,17308,3,balanced,party,rainy,india,Agra,view,0.22,Yes,4.18,Aug,5
5464,user_4902,1006,28511,2,budget,romantic,warm,india,,view,0.22,No,3.11,Feb,4
5465,user_7302,1017,79371,2,luxury,adventurous,warm,international,Dubai,book,0.94,No,3.65,Jan,6
5466,user_5781,1003,104438,2,budget,romantic,cool,international,Agra,view,0.22,No,4.12,Apr,6
5467,user_4708,1048,53730,3,balanced,adventurous,cold,india,Paris,view,0.22,No,3.95,Sep,5
5468,user_5138,1002,50288,3,budget,curious,cool,international,Paris,view,0.22,Yes,4.61,May,7
5469,user_9535,1043,21377,2,luxury,curious,rainy,india,Kerala,group_vote,0.56,Yes,3.82,Nov,4
5470,user_3390,1041,24098,5,budget,party,warm,india,,view,0.22,No,3.58,May,6
5471,user_8809,1025,48700,6,luxury,spiritual,temperate,india,Jaipur,view,0.22,Yes,5.0,Jun,4
5472,user_7994,1014,69754,5,luxury,relaxed,temperate,international,Maldives,agent_chat,0.62,Yes,4.48,Mar,4
5473,user_5430,1039,31755,4,budget,party,warm,india,Manali,view,0.22,Yes,4.39,Nov,6
5474,user_3608,1048,33223,2,budget,adventurous,cool,india,Agra,view,0.22,Yes,4.44,Jul,3
5475,user_5716,1043,45017,5,budget,relaxed,warm,india,Thailand,agent_chat,0.62,Yes,5.0,Apr,6
5476,user_2721,1048,28956,4,balanced,adventurous,temperate,india,Dubai,view,0.22,No,3.52,Jul,4
